station_code,name,lat,lon,type,nearest_town,warning_level,danger_level,frl,mwl,highest_flow_level
041-ERDBWN,Anakapalli,17.68888888888889,82.99638888888889,Base,,,,,,25.25
041-LGDHYD,Sirimoda,18.62027777777778,82.87166666666666,Base,,,,,,865.325
041-LYDAGRA,MOOSA NAGAR,26.151666666666664,79.96444444444445,Base,,106.0,107.0,,,112.05
041-MBDNEW,Ramdia,26.26527777777778,91.51555555555555,Base,,,,,,46.97
041-MGD1LKN,Madhwapur,27.793055555555558,81.785,Base,,,,,,127.14
041-MGD2LKN,Purwamir,26.199444444444445,80.5375,Base,,,,,,105.66
041-MGD3VNS,Durgawati,25.21638888888889,83.51638888888888,Base,"",67.48,68.48,,,70.98
041-MGD4PTN,Sugauli,26.78388888888889,84.74444444444444,Base,,66.5,67.5,,,69.0
041-MGD5PAT,Doriganj,25.733055555555556,84.82444444444444,Base,,55.2,56.2,,,57.32
041-SRDCBE,KODAGANAR DAM,10.593055555555557,77.97194444444445,Inflow,"",,,200.25,201.75,
041-SWRDKOCHI,THIRUVATTAR,8.327777777777778,77.26694444444445,Base,,8.6,9.6,,,13.275
041-TDSURAT,TALASWADA,20.946666666666665,76.20305555555557,Base,,,,,,228.3
041-UKDPUNE,Muradpur,17.539722222222224,73.52388888888889,Base,,5.0,7.0,,,8.4
041-UYDDEL,Manjhawali,28.373333333333335,77.48833333333333,Base,,192.5,193.5,,,194.19
041CDBNG,ADKASTHALA,12.674999999999999,75.115,Base,"",43.745,44.745,,,46.745
041LBDJPG,Sonapur,26.454166666666666,88.24444444444444,Base,"",,,,,75.24
042-DDASL,Hinglow Dam,23.821944444444444,87.19944444444445,Inflow,"",,,97.84,98.75,
042-ERDBWN,Kurula,19.454166666666666,84.70472222222223,Base,,,,,,32.1
042-LBDJPG,Suldaguri,26.253611111111113,89.61583333333333,Base,,,,,,35.3
042-LGDHYD,Kunturla (Machkund),18.199166666666667,82.64972222222222,Base,,856.66,858.16,,,867.63
042-LYDAGRA,BEHMAI,26.254166666666666,79.59638888888888,Base,,114.0,115.0,,,118.63
042-MBDNEW,Sholmari,26.31388888888889,91.33944444444444,Base,,,,,,42.03
042-MGD1LKN,Gumadighat,27.273055555555555,82.25833333333334,Base,,,,,,98.87
042-MGD2LKN,Bilhaur,26.85527777777778,80.05222222222221,Base,,,,,,126.33
042-MGD3VNS,Chousa,25.50027777777778,83.87888888888888,Base,"",59.39,60.39,,,62.89
042-MGD4PTN,Mohauddin Nagar,25.59472222222222,85.68444444444445,Base,,42.47,43.47,,,44.97
042-SRDCBE,UPPER ANICUT,10.88861111111111,78.58,Inflow,"",,,74.4,76.55,
042-SWRDKOCHI,VELLAIKADAVU,8.498055555555554,77.0125,Base,,9.0,10.0,,,13.71
042-TDSURAT,DHUPESHWAR,20.9575,76.27916666666667,Base,,220.5,222.0,,,
042-UKD PUNE,NANDRE,16.949166666666667,74.52972222222222,Base,,540.17,542.21,,,548.445
042-UYDDEL,Titawi,29.47722222222222,77.51805555555555,Base,,234.0,235.0,,,236.25
042CDBNG,SANOOR,13.180833333333332,74.99444444444444,Base,KARKALA,51.225,52.225,,,55.985
042CDJAPR,Gambhiri Dam,24.699444444444445,74.71555555555555,Inflow,"",,,431.9,433.4,
043-CDJAPR,Kota Barrage,25.17638888888889,75.82583333333334,Inflow,"",,,260.48,260.91,
043-DDASL,PALGANJ,24.116111111111113,86.22166666666666,Base,,,,,,237.9
043-ERDBWN,Melliaputti,18.775277777777777,84.17055555555557,Base,,,,,,55.54
043-HDCHENNAI,Pallamala,13.718055555555555,79.7925,Base,,98.55,99.55,,,100.8
043-LBDJPG,Ambari,26.41638888888889,89.54166666666667,Base,,,,,,42.783
043-LGDHYD,ALLAM VARI GHANAPUR,18.337777777777777,80.43,Base,,,,,,88.68
043-LYDAGRA,JUHIKHA,26.42638888888889,79.245,Base,,115.0,116.0,,,122.58
043-MBDNEW,Nona,26.44361111111111,91.56,Base,,,,,,54.09
043-MDBURLA,Raipur,21.261944444444445,81.60583333333332,Base,,,,,,
043-MGD1LKN,Sonauli Mohammad Pur,26.88361111111111,81.8,Base,,,,,,99.1
043-MGD2LKN,Betalghat,29.55388888888889,79.3436111111111,Base,,746.0,747.0,,,750.45
043-MGD3VNS,Chansura,23.866944444444446,81.21583333333334,Base,"",342.5,343.5,,,347.08
043-MGD4PTN,Bachhwara,25.574166666666667,85.88916666666667,Base,,41.88,42.88,,,44.38
043-SRDCBE,PALLIPALAYAM/Erode,11.360555555555555,77.7461111111111,Base,"",148.25,149.25,,,150.185
043-TDSURAT,NAWTHA,21.4325,76.43777777777778,Base,,246.5,249.0,,,249.6
043-UKDPUNE,Rahu,18.572222222222223,74.27361111111111,Base,,517.5,518.5,,,519.55
043-UYDDEL,Ratanpuri,29.273055555555555,77.6,Base,,217.5,218.5,,,220.2
044-CDJAPR,Kota City,25.196666666666665,75.84444444444443,Level,,239.0,242.0,,,248.68
044-DDASL,CHANDRAPURA,23.732499999999998,86.11527777777778,Base,,,,,,167.3
044-ERDBWN,Sirijholi Nala,19.083055555555557,83.78611111111111,Base,,,,,,82.81
044-HDCHENNAI,DIPURU,14.618611111111111,79.56083333333333,Base,,49.9,50.47,,,50.97
044-LBDJPG,Shaladang,26.301111111111112,89.58472222222221,Base,,,,,,37.04
044-LYDAGRA,MEHNDAGHAT,26.42138888888889,78.91305555555556,Base,,126.0,127.0,,,127.68
044-MBDNEW,Kaliajari,26.27611111111111,92.18861111111111,Base,,,,,,54.91
044-MGD1LKN,Dhobahat,26.60777777777778,82.63694444444445,Base,,,,,,87.735
044-MGD2LKN,Nagina,29.436944444444446,78.47777777777777,Base,,,,,,239.87
044-MGD3VNS,Kasmabad,25.835555555555555,83.75416666666666,Base,"",58.65,59.65,,,62.15
044-MGD4PTN,Dhamaraghat,25.61138888888889,86.60694444444444,Base,,36.5,37.5,,,37.75
044-MGD5PTN,Bankaghat,25.546666666666667,85.27972222222222,Base,,47.0,48.0,,,49.44
044-SRDCBE,BHAVANI BRIDGE,11.438333333333334,77.68083333333334,Base,"",165.85,166.35,,,167.0
044-UYDDEL,Barnawa,29.1075,77.42194444444445,Base,,215.0,216.0,,,216.71
045-CDJAPR,Ranapratap Sagar Reservoir,24.92,75.58,Inflow,,,,352.81,354.18,
045-DDASL,DISHERGARH,23.683888888888887,86.82305555555556,Base,,,,,,93.81
045-ERDBWN,Sankhili Rd Bridge,18.569444444444443,83.7375,Base,,,,,,46.36
045-HD CHENNAI,THIRUVALAM,12.98472222222222,79.26722222222222,Base,,197.5,198.05,,,198.55
045-HDCHENNAI,Verupakshapuram,13.794444444444444,79.70222222222222,Base,,56.335,57.335,,,57.835
045-LYDAGRA,BAGCHINI,26.485555555555557,77.81555555555555,Base,,166.0,167.0,,,169.14
045-MBDNEW,Kamarpur,26.201944444444443,92.02166666666666,Base,,,,,,53.91
045-MDBURLA,Gopalpur,22.053055555555556,83.70333333333333,Base,,,,,,
045-MGD1LKN,Gharighat,27.00861111111111,82.49555555555555,Base,,,,,,90.01
045-MGD2LKN,Fica Barrage D/S,29.30388888888889,78.79222222222222,Base,,,,,,236.8
045-MGD3VNS,SOHAR,24.31722222222222,82.27222222222223,Base,"",254.0,255.0,,,256.39
045-MGD4PTN,Badlaghat,25.571666666666665,86.59027777777777,Base,"",35.31,36.31,,,37.81
045-SRDCBE,SRI RANGAM,10.847222222222223,78.6888888888889,Base,"",,,,,
045-UBDDIB,Doomdooma,27.5675,95.55027777777778,Base,,117.0,118.0,,,119.53
045-UYDDEL:,Baleni,28.95888888888889,77.47,Base,,210.0,211.0,,,211.53
046,Yazali,27.39527777777778,93.7575,Base,"",627.4,628.4,,,629.4
046-CDJAPR,Jawahar Sagar  DAM,25.03666666666667,75.67833333333334,Inflow,,,,298.7,300.84,
046-DDASL,DAMODAR RLY. BRIDGE,23.64388888888889,86.89611111111111,Base,,,,,,93.39
046-ERDBWN,Janjhavati Rd.Bridge,18.861111111111114,83.45972222222223,Base,,,,,,119.22
046-HDCHENNAI,Kalasapadu,15.112499999999999,78.93805555555556,Base,,191.26,192.26,,,192.76
046-LBDJPG,Baladoba,26.01888888888889,89.82944444444443,Base,,,,,,30.7
046-LYDAGRA,CHANDPUR DABRA,25.834166666666665,78.37194444444444,Base,,187.3,188.3,,,198.15
046-MBDNEW,Simultala,26.243333333333336,92.12444444444444,Base,,,,,,58.9
046-MDBURLA,Kishan Nagar ,20.42666666666667,86.08916666666666,Base,,,,,,15.98
046-MGD1LKN,Gola Bazaar,26.335555555555555,83.35749999999999,Base,,,,,,73.94
046-MGD2LKN,Ramnagar Barrage D/S,29.15861111111111,79.03888888888889,Base,,,,,,221.83
046-MGD3VNS,NIGAI,24.46222222222222,83.23222222222222,Base,"",159.0,160.0,,,162.84
046-MGD4PTN,Dalsingh Sarai,25.71638888888889,85.65361111111112,Base,,41.84,42.84,,,44.34
046-MGD5PTN,Rajhara,24.150555555555552,84.00861111111111,Base,,181.21,182.21,,,183.21
046-SRDCBE,LAKSHMANANPATTI,10.498055555555554,77.94583333333334,Base,"",217.9,218.9,,,219.8
046-UYDDEL,Noida,28.602222222222224,77.42416666666666,Base,,195.0,196.0,,,197.28
047,Hayuliang,28.073888888888888,96.49638888888889,Base,,493.1,494.1,,,497.89
047-CDJAPR,Mandsour,24.05611111111111,75.07527777777777,Base,,429.0,430.0,,,433.11
047-DDASL,CHITRANJAN,23.873055555555556,86.93027777777779,Base,,,,,,121.8
047-ERDBWN,Madduvalasa Reservoir,18.5875,83.61972222222222,Inflow,"",,,65.0,65.0,
047-HDCHENNAI,Narasingarayainpet,13.183333333333334,79.20805555555556,Base,,268.09,269.09,,,269.59
047-LBDJPG,Singimari,26.11277777777778,89.35,Base,,,,,,31.85
047-LYDAGRA,UNNAO BALAJI,25.5625,78.59277777777777,Base,,207.5,208.5,,,208.8
047-MBDNEW,Malibari,26.0775,91.10555555555555,Base,,,,,,42.96
047-MDBURLA,Tarpur ,20.35777777777778,86.23,Base,,,,,,11.65
047-MGD1LKN,Parsohan Ghat,27.39527777777778,82.5625,Base,,94.55,95.55,,,97.88
047-MGD2LKN,Kathgodam,29.2675,79.54833333333333,Base,,,,,,501.99
047-MGD3VNS,TENDUI,25.380277777777778,82.8286111111111,Base,"",69.21,70.21,,,73.71
047-MGD4PTN,Moujabadi,26.143333333333334,87.90583333333333,Base,,51.05,52.05,,,53.55
047-MGD5PTN,Bariyarpur,25.28111111111111,86.58166666666666,Base,,36.64,37.64,,,40.13
047-SRDCBE,SANARPATTI,10.285555555555556,78.0961111111111,Base,"",,,,,
047-UYDDEL,Rahimpur,28.09472222222222,77.47722222222222,Base,,185.0,186.0,,,186.49
048,Kabu basti (Kambang),28.192777777777778,94.77027777777778,Base,,251.7,252.7,,,256.78
048-CDBNG,Savarshe,15.503055555555555,74.13666666666667,Base,,13.5,14.5,,,20.3
048-DDASL,KUSHKARNI,23.95638888888889,87.31277777777777,Base,,,,,,99.6
048-ERDBWN,Jaggaguda,19.11138888888889,83.42416666666666,Base,,,,,,157.25
048-HDCHENNAI,RAYACHOTI,14.06638888888889,78.75527777777778,Base,,339.13,340.13,,,340.63
048-LYDAGRA,SANJAY NAGAR,25.045555555555556,79.18194444444445,Base,,212.87,213.87,,,216.53
048-MBDGHY,Khandong Dam,25.52861111111111,92.63277777777778,Inflow,,,,725.0,,
048-MBDNEW,Magurgaon,26.186944444444446,92.55027777777778,Base,,,,,,59.55
048-MDBURLA,Kathajori Rd.Bridge,20.438333333333333,85.88805555555557,Base,,,,,,22.28
048-MGD1LKN,Muhchurwa Ghat,27.408055555555553,82.77527777777777,Base,,89.79,90.79,,,92.34
048-MGD2LKN,Marchula,29.60611111111111,79.09277777777777,Base,,585.0,586.0,,,587.65
048-MGD3VNS,Devkali,25.54416666666667,83.32666666666667,Base,"",63.91,64.91,,,67.41
048-MGD4PTN,Rauta,26.058333333333334,87.73694444444445,Base,,40.71,41.71,,,43.21
048-MGD5PTN,Kalyanpur,25.254722222222224,86.61472222222221,Base,,36.16,37.16,,,39.98
048-SRDCBE,VADAMADURAI,10.461388888888887,78.05333333333333,Base,"",,,,,
048-UYDDEL,Piprauli,27.828055555555554,77.15805555555556,Base,,186.0,187.0,,,187.32
049,Udaipur,27.33722222222222,95.85027777777778,Base,,145.25,146.25,,,149.5
049 -HD CHENNAI,Puduvayal,13.336666666666668,80.14611111111111,Base,,13.4,14.4,,,15.07
049-CDBNG,Balehonnur,13.351944444444444,75.47083333333333,Base,,102.32,102.82,,,103.32
049-DDASL,SUNDARPUR,23.88111111111111,87.94194444444445,Base,,,,,,26.69
049-ERDBWN,Bhuban Baji Rout Rd.Bridge,20.861666666666668,85.85972222222222,Base,,,,,,29.78
049-LYDAGRA,BIJRONI,24.94472222222222,77.60944444444443,Base,,442.0,443.0,,,446.9
049-MBDNEW,Patacharkuchi,26.505,91.23666666666666,Base,,,,,,47.87
049-MDBURLA,Bhingarpur ,20.262777777777778,85.93305555555555,Base,,,,,,15.86
049-MGD1LKN,Thoothibari,27.415277777777778,83.69277777777778,Base,,,,,,101.56
049-MGD2LKN,Naula,29.741666666666667,79.24694444444445,Base,,820.0,821.0,,,815.52
049-MGD3VNS,Chachar,23.99527777777778,82.53388888888888,Base,"",275.0,276.0,,,277.77
049-MGD4PTN,Amour,25.941388888888888,87.72055555555556,Base,,37.38,38.38,,,39.88
049-MGD5PTN,Ekchari,25.231666666666666,87.20916666666668,Base,,31.23,32.23,,,33.45
049-SRDCBE,Thandalaiputhur,10.99111111111111,78.51333333333334,Base,,91.355,91.855,,,92.185
049-TDSURAT,SHINDKHEDA,21.27472222222222,74.75166666666667,Base,,152.0,153.0,,,157.449
049-UGDHYD,LAXMI BARRAGE,18.703888888888887,80.08916666666666,Inflow,,,,100.0,102.6,
049-UYDDEL,Parkham,27.296944444444446,77.72833333333334,Base,,170.5,171.5,,,171.3
050,Motipur,27.5075,96.16000000000001,Base,,213.5,214.5,,,218.16
050-CDBNG-T,MANANTHAVADY,11.795833333333333,76.00361111111111,Base,,,,,,
050-DDASL,Ghatal,22.66611111111111,87.73916666666666,Base,,,,,,10.19
050-ERDBWN,Bonaigarh,21.8475,84.87583333333333,Base,,,,,,141.1
050-LYDAGRA,MASOODPUR,25.831666666666667,78.24472222222222,Base,,212.0,213.0,,,214.45
050-MBDNEW,Changsari,26.254722222222224,91.66027777777778,Base,,,,,,48.26
050-MDBURLA,Balakati ,20.202222222222222,85.8625,Base,,,,,,16.77
050-MGD1LKN,Chauhan Patti,26.699444444444445,83.98777777777778,Base,,,,,,75.51
050-MGD2LKN,Garjia,29.486944444444447,79.14222222222223,Base,,477.0,478.0,,,479.39
050-MGD3VNS,Karkota,23.94611111111111,82.67083333333333,Base,"",270.5,271.0,,,272.15
050-MGD4PTN,Bathnaha,26.3725,87.23694444444445,Base,,61.56,62.56,,,64.06
050-MGD5PTN,Banka,24.886388888888888,86.93416666666667,Base,,85.75,86.75,,,87.4
050-SRDCBE,Varanavasi,11.092500000000001,79.085,Base,,60.5,61.5,,,62.05
050-TDSURAT,SHIRPUR,21.339444444444442,74.89,Base,,145.0,146.0,,,150.463
050-UYDDEL,Shergarh,27.796666666666667,77.61472222222221,Base,,175.0,176.0,,,177.35
051,Jagibhakatgaon,26.176944444444445,92.2175,Base,,,,,,55.75
051-CDBNG-T,VYTHIRI,11.549722222222222,76.03972222222222,Base,,,,,,
051-DDASL,NATUNGRAM,23.22083333333333,87.03222222222222,Base,,,,,,78.5
051-ERDBWN,Gohira,21.45777777777778,84.69166666666668,Base,,,,,,159.75
051-LGDHYD,Odinaguda_1,18.057222222222222,81.47944444444444,Base,,,,,,68.08
051-LYDAGRA,SARVA,26.40222222222222,78.31888888888888,Base,,162.0,163.0,,,162.1
051-MBDNEW,Satpokholi,26.067777777777778,91.45944444444444,Base,,,,,,44.58
051-MDBURLA,Balanga ,20.039166666666667,85.87888888888888,Base,,,,,,12.2
051-MGD1LKN,Banbasa Barrage,28.995555555555555,80.10555555555555,Inflow,,,,222.96,223.3,224.9
051-MGD2LKN,Anupshahar,28.36388888888889,78.27888888888889,Base,,,,,,181.9
051-MGD4PTN,Sikti,26.410277777777775,87.44972222222222,Base,,60.4,61.4,,,62.9
051-MGD5PTN,Suryagadha,25.2825,86.295,Base,,39.41,40.41,,,40.9
051-SRDCBE,PATTUKOTTAI,10.416944444444443,79.29166666666667,Base,,12.81,13.81,,,14.08
051-TDSURAT,MALPUR(BALASANA),21.284722222222225,74.51333333333334,Base,,198.0,199.0,,,201.62
052- HD CHENNAI,MONNAVEDU,13.223611111111111,79.94527777777778,Base,"",26.975,27.975,,,28.475
052-CDBNG-T,MADAPURA,12.506944444444445,75.67416666666666,Base,,,,,,
052-DDASL,BISHNUPUR,23.115555555555556,87.31333333333333,Base,,,,,,53.98
052-ERDBWN,Kamakshya Nagar Rd. Bridge,20.747222222222224,85.55555555555556,Base,,,,,,43.88
052-LYDAGRA,GATA,26.388333333333332,78.62333333333332,Base,,142.0,143.0,,,144.9
052-MBDNEW,Umsiang,26.074444444444445,92.16527777777779,Base,,,,,,69.04
052-MDBURLA,Daya Rd.Bridge ,20.209166666666665,85.85138888888888,Base,,,,,,16.74
052-MGD1LKN,Katerniaghat Barrage,28.27,81.08999999999999,Inflow,,,,136.8,138.0,
052-MGD2LKN,Bhojpur,28.97138888888889,78.8236111111111,Base,,,,,,200.83
052-MGD4PTN,Kapasiya,26.41861111111111,86.05333333333333,Base,,42.78,43.78,,,45.28
052-MGD5PTN,Saksohra,25.393055555555556,85.705,Base,,32.5,33.5,,,35.14
052-TDSURAT,PRAKASHA(DAMARKHEDA),21.517777777777777,74.39694444444446,Base,,114.0,115.0,,,120.495
052-UBDDIB,Balighat,27.111944444444447,94.155,Base,,86.55,87.55,,,87.55
053 -HD CHENNAI,THIRUNAVALUR,11.748333333333333,79.40527777777778,Base,"",36.2,37.2,,,37.77
053-CDBNG-T,SOMWARPET,12.580555555555556,75.8425,Base,,,,,,
053-DDASL,LAKHIYAPAL,22.90694444444444,87.07055555555556,Base,,,,,,53.95
053-ERDBWN,Purunagarh,21.52638888888889,84.7125,Base,,,,,,198.79
053-LGDHYD,Ghatakusumi,19.119444444444444,82.22361111111111,Base,,,,,,547.37
053-LYDAGRA,BAROOD,24.371944444444445,77.50583333333333,Base,,484.0,485.0,,,489.47
053-MBDNEW,Umkhen-II,25.594166666666666,92.06083333333333,Base,,,,,,942.0
053-MDBURLA,Gunderdehi,20.953888888888887,81.295,Base,,,,,,296.7
053-MGD2LKN,Dhaneta,28.497777777777777,79.27166666666666,Base,,,,,,170.37
053-MGD4PTN,Kakarghatti,26.18861111111111,85.95083333333334,Base,,46.5,47.5,,,49.0
053-MGD5PTN,Pandarak,25.506944444444443,85.74083333333333,Base,,42.7,43.7,,,43.73
053-SRDCBE,BALASAMUDRAM,10.354166666666666,77.56083333333333,Base,,,,,,249.5
053-TDSURAT,SAYGAON,20.50777777777778,74.795,Base,,343.0,344.123,,,346.8
053-UGDHYD,MID MANAIR DAM,18.392777777777777,78.96111111111111,Inflow,,,,318.0,,
054- HD CHENNAI,MANIYAMPATTU,12.22638888888889,79.51472222222222,Base,"",59.79,60.79,,,61.29
054-CDBNG-T,HATTIHOLE,12.481666666666667,75.79444444444444,Base,,,,,,
054-DDASL,NARAJOLE,22.579722222222223,87.61472222222221,Base,,,,,,10.74
054-LYDAGRA,KAITHI,25.76361111111111,80.2863888888889,Base,,99.0,100.0,,,101.99
054-MBDNEW,Silghat,26.618333333333332,92.94111111111111,Base,,67.0,68.0,,,69.42
054-MDBURLA,Maniyari ,21.91611111111111,82.0025,Base,,,,,,236.23
054-MGD2LKN,Bhatpura,28.80888888888889,79.20916666666668,Base,,,,,,184.65
054-MGD4PTN,Jhagarua,26.046666666666667,86.34305555555555,Base,,45.22,46.22,,,47.72
054-MGD5PTN,Danapur,25.63888888888889,85.01361111111112,Base,,50.2,51.2,,,52.61
054-TDSURAT,NARNE,21.12388888888889,75.31694444444445,Base,,151.0,152.0,,,162.4
054-UBDDIB,Subansiri Lower Dam,27.553611111111113,94.25861111111111,Inflow,,,,205.0,208.25,
055-CDBNG-T,MUDIGERE,13.137777777777778,75.64194444444445,Base,,,,,,
055-ERDBWN,Salandi Reservoir,21.279999999999998,86.3,Inflow,"",,,82.3,83.21,
055-LYDAGRA,DEVRA,24.573055555555555,79.64305555555556,Base,,303.4,305.0,,,314.99
055-MBDNEW,Polaguri,26.434444444444445,92.31222222222222,Base,,,,,,59.32
055-MDBURLA,Sarangpal ,20.31407777777778,81.53305555555555,Base,"",,,,,384.53
055-MGD2LKN,Basantpur,29.103055555555557,78.09861111111111,Base,,,,,,211.32
055-MGD4PTN,Nirmali,26.303611111111113,86.5786111111111,Base,,52.78,53.78,,,55.28
055-MGD5PTN,Paliganj,25.32138888888889,84.72305555555556,Base,,68.1,69.1,,,69.14
055-TDSURAT,BAMRUL,20.662499999999998,75.27027777777778,Base,,250.0,251.0,,,255.5
055-UBDDIB,Bogibil,27.3925,94.77666666666667,Base,,101.05,102.05,,,103.05
055-UYDDEL,Ichari Dam,30.613611111111112,77.7911111111111,Inflow,,,,644.75,,
056-CDBNG-T,HADIGE,13.012222222222222,75.73361111111112,Base,,,,,,
056-ERDBWN,Narayanpuram Anicut,18.485,83.80722222222222,Inflow,"",,,32.77,32.77,
056-HD CHENNAI,AYALAMBEDU,13.12861111111111,79.4786111111111,Base,,130.47,130.97,,,131.47
056-LYDAGRA,NARSINGHGARH,24.008055555555554,79.40138888888889,Base,,335.1,336.1,,,338.2
056-MBDNEW,Garampani,26.334444444444443,93.88694444444445,Base,,107.0,108.0,,,107.705
056-MDBURLA,Katghora,22.491666666666667,82.53861111111111,Base,,,,,,313.58
056-MGD-3VNS,VIJAYRAGHAVGARH,23.969166666666666,80.6125,Base,,344.5,345.5,,,351.35
056-MGD2LKN,Seohara,29.23888888888889,78.65694444444445,Base,,,,,,217.12
056-MGD4PTN,Belsand,26.41444444444444,85.4,Base,,58.25,59.25,,,60.75
056-MGD5PTN,Masaurhi,25.301111111111112,85.0775,Base,,55.7,56.7,,,59.54
056-TDSURAT,DUSKHEDE,20.726666666666667,75.38388888888889,Base,,233.9,234.9,,,236.409
056-UYDDEL,Juddo Dam,30.516666666666666,77.88333333333334,Inflow,,,,631.5,,
057-CDBNG-T,MADIKERI ,12.42611111111111,75.72944444444444,Base,,,,,,
057-ERDBWN,Getalsud Reservoir,23.45,85.55,Inflow,"",,,590.06,590.06,
057-HD CHENNAI,NARIYAMPATTU,12.847777777777779,78.72111111111111,Base,,317.78,318.7,,,319.28
057-HGDDDN,Karnaprayag (A),30.265,79.21444444444445,Base,,758.5,759.5,,,761.35
057-LYDAGRA,KURDHANA,25.273055555555555,80.35166666666666,Base,,119.1,120.1,,,119.07
057-MBDNEW,Teok,26.831666666666667,94.41638888888889,Base,,91.66,92.66,,,94.84
057-MDBURLA,Boudh,20.865000000000002,84.31555555555555,Base,,,,,,89.35
057-MGD2LKN,Chupkoli,28.690555555555555,77.84972222222221,Base,,,,,,205.06
057-MGD3VNS,Koilari,23.977777777777778,81.51333333333334,Base,,345.5,346.5,,,350.84
057-MGD4PTN,Bairgania,26.673055555555557,85.24944444444445,Base,,69.72,70.72,,,72.22
057-MGD5PTN,Maujampur,25.694166666666668,84.595,Base,,53.496,54.496,,,55.5
057-TDSURAT,SAGBARA,21.543055555555558,73.795,Base,,,,,,
057-UBDDIB,Dihingmukh,27.255277777777778,94.73916666666666,Base,,97.63,98.63,,,99.63
058-CDBNG-T,SRINGERI,13.429444444444444,75.25861111111111,Base,,,,,,
058-ERDBWN,Galudih Barrage,22.645,86.3963888888889,Inflow,"",,,94.5,,101.25
058-HGDDDN,Shukratal,29.49127777777778,77.99008333333333,Base,,225.5,226.5,,,227.9
058-LYDAGRA,PAILANI DERA,25.77638888888889,80.42166666666667,Base,,99.0,100.0,,,104.45
058-MBDNEW,Krishnai,26.02722222222222,90.66944444444445,Base,,,,,,48.35
058-MDBURLA,Padampur,21.015833333333333,83.10305555555556,Base,,,,,,183.13
058-MGD2LKN,Suyalbari,29.540000000000003,79.55333333333333,Base,,996.0,997.0,,,1005.4
058-MGD4PTN,Lakhoura,26.720555555555553,84.97222222222223,Base,,61.75,62.75,,,64.25
058-MGD5PTN,Jamui,24.960277777777776,86.23833333333333,Base,,68.0,69.0,,,69.61
058-TDSURAT,VELDA,21.479166666666664,74.14361111111111,Base,,,,,,110.0
058-UBDDIB,Doimukh,27.138333333333332,93.75194444444445,Base,,122.5,123.5,,,122.5
059-CDBNG-T,TIRTHAHALLI ,13.691944444444445,75.24833333333333,Base,,,,,,
059-ERDBWN,Telkoi,21.356944444444444,85.40222222222222,Base,,,,,,141.69
059-LYDAGRA,KARWI,25.22111111111111,80.9113888888889,Base,,,,,,139.93
059-MBDNEW,Biswanath Ghat,26.65833333333333,93.1725,Base,,69.0,70.0,,,71.53
059-MDBURLA,Arampur,20.809166666666666,84.61333333333333,Base,,,,,,131.66
059-MGD2LKN,Pilibhit,28.618055555555557,79.79166666666667,Base,,,,,,184.1
059-MGD4PTN,Madhuban,26.446944444444444,85.14111111111112,Base,,59.19,60.19,,,61.69
059-MGD5PTN,Nardiganj,24.941111111111113,85.42750000000001,Base,,78.0,79.0,,,80.32
059-TDSURAT,CHANDAPUR(UCHHAL),21.47722222222222,74.19555555555556,Base,,,,,,108.55
059-UBDDIB,Pagoda,27.773333333333333,95.97583333333334,Base,,146.26,147.26,,,148.81
060 MDBURLA,RAVISHANKAR SAGAR DAM,20.610000000000003,81.56,Inflow,,,,348.7,350.7,350.7
060-CDBNG-T,KOPPA,13.534722222222221,75.04916666666666,Base,,,,,,
060-DDASL,SANKO GHAT,24.156388888888888,88.01722222222222,Base,,19.338,20.338,,,21.53
060-ERDBWN,Mathani Road Bridge,21.66,87.06,Level,"",6.0,6.5,,,7.31
060-LYDAGRA,MARKA,25.6875,80.85111111111111,Base,,99.0,100.0,,,102.95
060-MBDNEW,Langrimukh,25.75777777777778,92.12444444444444,Base,,,,,,76.78
060-MDBURLA,KALMA,21.69472222222222,83.27777777777777,Base,,,,,,202.43
060-MGD2LKN,Maholi,27.658055555555553,80.46472222222222,Base,,131.8,132.8,,,139.08
060-MGD4PTN,Chintawanpur,26.561944444444446,85.05583333333333,Base,,60.45,61.45,,,62.95
060-MGD5PTN,Jehanabad,25.209444444444443,84.98336111111111,Base,,63.0,64.0,,,64.63
060-UBDDIB,BALIJAGAON,27.35388888888889,95.18722222222223,Base,,112.01,113.01,,,114.01
061 MDBURLA,BANGODAM RESERVOIR,22.59,82.57,Inflow,,,,359.66,363.08,363.08
061-CDBNG-T,BALEHONNUR,13.351388888888888,75.4713888888889,Base,,,,,,
061-DDASL,MAMUDPUR,23.839444444444442,87.96833333333333,Base,,21.75,22.75,,,22.47
061-ERDBWN,Rengali Reservoir,21.279999999999998,85.03,Inflow,"",,,123.5,125.4,
061-LYDAGRA,LAMYARI,25.48222222222222,80.99583333333334,Base,,94.5,95.5,,,94.8
061-MBDNEW,Gahampai,25.804166666666667,92.93916666666667,Base,,,,,,81.0
061-MGD2LKN,Sitarganj,29.041666666666668,79.76638888888888,Base,,,,,,223.71
061-MGD4PTN,GANDAK BARRAGE,27.43,83.9,Inflow,,,,110.3,113.05,
061-MGD5PTN,Nawada,24.883888888888887,85.55027777777778,Base,,85.0,86.0,,,86.55
061-TDSURAT,KHOLWAD(KATHORE),21.284722222222225,72.95055555555555,Base,,,,,,13.02
061-UBDDIB,JAGUNGHAT,27.39638888888889,95.88694444444445,Base,,149.5,150.5,,,152.6
062 MDBURLA,MALGAON,20.65722222222222,82.03861111111111,Base,,,,,,329.33
