station_code,name,lat,lon,type,nearest_town,warning_level,danger_level,frl,mwl,highest_flow_level
017-LGD3BEH,KUTHIBARI,23.22583333333333,88.70861111111111,Base,,,,,,12.15
017-LGDHYD,Bhadrachalam,17.669444444444444,80.87388888888889,Level,BHADRACHALAM,45.72,48.77,,,55.66
017-LKDHYD,Nagarjuna Sagar Dam,16.5,79.25,Inflow,"",,,,,
017-LYDAGRA,CHILLAGHAT,25.771666666666665,80.53,Level,,99.0,100.0,,,105.16
017-MAHGAND,Harnav Weir,24.030833333333334,73.1725,Base,"",,,,,236.7
017-MBDGHY,Amraghat,24.605833333333333,92.9538888888889,Base,"",,26.96,,,29.99
017-MDBURLA,Pathardihi,21.341944444444444,81.59277777777777,Base,,,,,,280.02
017-MDSIL,Muhammedpur,24.515833333333333,92.61055555555555,Base,,,,,,27.37
017-MGD1LKN,Salempur,26.291944444444447,83.9363888888889,Base,"",66.12,67.12,,,67.55
017-MGD2LKN,Garhmukteshwar,28.76638888888889,78.14166666666668,Level,"",198.33,199.33,,,199.9
017-MGD3VNS,Jalalpur,25.630277777777778,82.75666666666666,Base,"",72.73,73.73,,,76.23
017-MGD4PTN,Benibad,26.14472222222222,85.69250000000001,Level,"",47.68,48.68,,,50.12
017-MGD5PTN,Gaya,24.770833333333332,85.01222222222222,Base,,109.1,110.1,,,111.31
017-NDBHP,Mandleshwar,22.172222222222224,75.65972222222223,Base,,149.0,150.0,,,158.4
017-SRDCBE,Ambasamudram,9.925555555555555,77.51166666666667,Base,THENI,299.9,300.5,,,301.6
017-SWRDKOCHI,KALLOOPPARA,9.403611111111111,76.65027777777779,Base,"",5.0,6.0,,,9.64
017-TDSURAT,BHUSAWAL,21.06833333333333,75.78027777777778,Base,,,185.32,,,184.9
017-UBDDIB,Bihubar,26.853333333333335,94.80055555555555,Base,"",102.77,103.77,,,104.77
017-UGDHYD,Saigaon,18.05,77.04972222222221,Base,"",549.22,550.22,,,556.08
017-UKDPUNE,Mahad,18.092499999999998,73.46027777777778,Base,"",10.0,11.0,,,13.8
017-UYDDEL,Mathura (Prayag ghat),27.50412222222222,77.68723333333334,Level,"",165.2,166.0,,,169.73
017-WGDNGP,Bamni (Ballarsha),19.814444444444444,79.37916666666666,Level,Balharsha,171.5,174.0,,,176.45
018-CDBNG,T. NARASIPUR,12.230277777777777,76.89444444444445,Base,,640.0,641.0,,,643.25
018-CDJAPR,Salavad,24.3675,76.20583333333333,Base,,,,,,
018-CHEJMU,Ganeshpura_1,33.90416666666667,75.28238888888889,Base,,,,,,1871.78
018-DDASL,Massanjore Dam,24.10638888888889,87.30722222222222,Inflow,"",,121.31,121.31,,122.865
018-ERDBWN,Altuma,20.930833333333336,85.51916666666666,Base,"",,,,,51.08
018-HGDDDN,Satyanarayan,30.051666666666666,78.21833333333333,Base,,337.2,338.2,,,340.3
018-HYDCHENNAI,Kumarapalayam,11.983055555555556,79.68055555555556,Base,"",13.755,14.755,,,15.545
018-LBDJPG,DIANA,26.86388888888889,89.00027777777778,Base,"",,,,,196.55
018-LGD3BEH,RAJMAHAL (SEASONAL),25.057222222222222,87.83555555555554,Base,,,25.99,,,26.94
018-LGDHYD,Sangam (Kinnerasani),17.599722222222223,80.81638888888888,Base,"",,,,,57.3
018-LKDHYD,Wadenepally,16.79416666666667,80.07305555555556,Base,"",,,,,42.494
018-LYDAGRA,RAJAPUR,25.387777777777778,81.15444444444445,Base,"",92.5,93.5,,,96.37
018-MDBURLA,Kotni,21.22083333333333,81.24111111111111,Base,,,,,,280.08
018-MDSIL,Lala,24.60777777777778,92.61361111111111,Base,,,,,,24.94
018-MGD1LKN,Balrampur,27.435277777777777,82.22944444444444,Level,Balrampur,103.62,104.62,,,106.07
018-MGD2LKN,Bhitaura,26.041944444444447,80.85944444444443,Base,"",99.86,100.86,,,101.98
018-MGD3VNS,MAIGHAT,25.63888888888889,82.8611111111111,Base,"",71.46,72.46,,,74.96
018-MGD4PTN,Hayaghat,26.036944444444448,85.88722222222223,Level,"",44.72,45.72,,,48.96
018-MGD5PTN,Mankatha,25.21333333333333,86.07027777777778,Base,"",39.786,40.78,,,42.88
018-NDBHP,Mortakka,22.223055555555554,76.0436111111111,Base,"",163.0,163.98,,,173.736
018-SRDCBE,PARAMAKUDI,9.553333333333335,78.58638888888889,Base,"",39.6,40.5,,,41.475
018-SWRDKOCHI,MALAKKARA,9.329166666666666,76.66388888888889,Level,"",6.0,7.0,,,9.58
018-TDSURAT,SAVKHEDA,21.149444444444445,75.23194444444445,Base,,155.0,156.0,,,166.08
018-UBDDIB,Sivasagar,26.981666666666666,94.57916666666667,Level,"",91.4,92.4,,,94.35
018-UGDHYD,Singur Reservoir,17.75,77.93,Inflow,Sangareddy,,,523.6,523.6,
018-UKDPUNE,Kokangaon,17.28638888888889,75.63722222222223,Base,"",456.5,457.6,,,458.6
018-UYDDEL,Mathura (Gokul Barrage),27.4425,77.71361111111112,Base,"",,,,,166.5
018-WGDNGP,Sakmur,19.559166666666666,79.61166666666666,Base,"",,,,,161.42
018MAHGAND,Dharoi Dam,24.004444444444445,72.85388888888889,Inflow,"",,,,,
019-CDBNG,T. BEKKUPE,12.507222222222222,77.42805555555556,Base,,607.0,608.0,,,610.52
019-CDJAPR,A.B.Road X-ing,24.34611111111111,77.10777777777777,Base,"",400.0,401.0,,,403.0
019-CHEJMU,GHOUSHAL,32.54611111111111,76.97194444444445,Base,,,,,,2855.53
019-ERDBWN,Panposh,22.22694444444444,84.80222222222221,Base,,,,,,181.44
019-HGDDDN,Dharasu,30.610833333333336,78.31638888888888,Base,,835.0,836.0,,,841.6
019-HYDCHENNAI,Villupuram,11.870555555555557,79.45944444444444,Base,"",43.0,44.0,,,45.7
019-LBDJPG,GHISH,26.872222222222224,88.61166666666666,Base,"",,,,,164.8
019-LGD3BEH,BAHIRGACHI,25.184722222222224,88.08277777777778,Base,,,,,,24.64
019-LGDHYD,Sangam (Murredu),17.59361111111111,80.82166666666666,Base,"",,,,,57.48
019-LKDHYD,Dameracherla,16.739166666666666,79.66972222222223,Base,"",,62.04,,,62.5
019-LYDAGRA,PRATAPPUR,25.299444444444447,81.56555555555555,Base,"",88.0,89.0,,,90.298
019-MBDGHY,Amarpur,23.528333333333332,91.65277777777779,Base,"",30.5,31.5,,,33.1
019-MDBURLA,Simga,21.63277777777778,81.68472222222222,Base,,,,,,257.68
019-MDSIL,Patharkandi,24.578055555555554,92.31388888888888,Base,,,,,,23.52
019-MGD1LKN,Bansi ,27.189166666666665,82.94,Level,Bansi ,83.9,84.9,,,86.27
019-MGD2LKN,Bewar,27.23611111111111,79.32916666666667,Base,"",,,,,143.5
019-MGD3VNS,Akbarpur,26.429166666666667,82.54861111111111,Base,"",82.85,83.85,,81.182,86.35
019-MGD4PTN,Saulighat,26.418055555555558,85.85305555555556,Base,"",51.37,52.37,,,55.1
019-MGD5PTN,Palmerganj,24.858611111111113,84.31138888888889,Base,"",96.5,97.5,,,99.13
019-NDBHP,Gadarwara,22.92388888888889,78.79194444444444,Base,,332.0,334.0,,,332.47
019-SRDCBE,IRRUKKANKUDI,9.324166666666667,77.99055555555556,Base,"",49.9,50.5,,,51.695
019-SWRDKOCHI,PATTAZHY,9.072777777777777,76.7611111111111,Base,"",7.0,8.0,,,13.805
019-TDSURAT,GIDHADE,21.294722222222223,74.80916666666667,Base,,137.0,138.0,,,144.89
019-UBDDIB,Neamatighat,26.860555555555557,94.25166666666667,Level,"",84.54,85.54,,,87.47
019-UGDHYD,Nizamsagar Reservoir,18.22,77.96000000000001,Inflow,"",,,428.24,428.24,
019-UKDPUNE,Shirdhon,17.36861111111111,75.59416666666667,Base,"",441.4,442.1,,,442.22
019-UYDDEL,Galeta,29.0825,77.43722222222223,Base,"",214.0,215.0,,,217.72
019-WGDNGP,Salebardi,20.912499999999998,79.92722222222223,Base,"",,,,,233.55
019MAHGAND,Derol Bridge,23.575277777777778,72.80638888888889,Base,"",91.0,92.0,,,95.83
020-CDBNG,T.K.HALLI,12.411944444444444,77.19277777777778,Base,,585.0,586.0,,,588.05
020-CDJAPR,Sarangpur,23.580555555555556,76.46805555555555,Base,"",420.0,421.0,,,420.75
020-CHEJMU,UDAIPUR,32.721805555555555,76.66280555555556,Base,,,,,,2609.15
020-DDASL,Tilpara  Mihirlal Barrage,23.94638888888889,87.525,Inflow,"",62.484,62.789,62.79,61.789,67.053
020-ERDBWN,Gomlai,21.834444444444443,84.91277777777778,Base,,,,,,147.66
020-HGDDDN,Chamiyala,30.473055555555554,78.63055555555555,Base,,924.0,925.0,,,926.8
020-HYDCHENNAI,Kudalaiyathur,11.422222222222222,79.47222222222223,Base,"",17.3,18.3,,,18.892
020-LBDJPG,NEORA,26.879166666666666,88.77333333333333,Base,"",,,,,166.7
020-LGD3BEH,BARIOL,25.534722222222225,88.05749999999999,Base,,,,,,29.25
020-LGDHYD,Sukma,18.384444444444444,81.66250000000001,Base,"",198.065,199.565,,,203.4
020-LKDHYD,Polampalli,17.015555555555554,80.17166666666667,Base,"",,,,,72.96
020-LYDAGRA,NAINI,25.426111111111112,81.84722222222221,Level,Chillaghat,83.74,84.74,,,87.99
020-MAHGAND,Subhash Bridge,23.06138888888889,72.58555555555554,Level,"",44.09,45.34,,,47.45
020-MDBURLA,Jondhra,21.716944444444444,82.33833333333332,Base,,,,,,230.595
020-MDSIL,Kadamtala,24.503055555555555,92.2175,Base,,,,,,17.95
020-MGD1LKN,Maniram,26.852777777777778,83.3261111111111,Base,"",77.16,78.16,,,78.65
020-MGD2LKN,Gagan Moradabad,28.795555555555556,78.76527777777778,Base,,,,,,191.2
020-MGD3VNS,SATNA,24.54888888888889,80.90666666666667,Base,"",295.77,296.77,,,299.27
020-MGD4PTN,Jainagar,26.59,86.14750000000001,Level,"",67.5,68.5,,,71.35
020-MGD5PTN,Kinjer,25.218055555555555,84.82583333333334,Base,"",64.0,65.0,,,67.95
020-NDBHP,Belkhedi,22.928055555555556,79.33999999999999,Base,,349.0,350.0,,,359.95
020-SRDCBE,A.P.PURAM,8.901388888888889,77.64861111111112,Base,,67.4,68.5,,,69.57
020-SWRDKOCHI,THUMPAMON,9.227777777777778,76.7,Base,"",9.0,10.0,,,13.735
020-TDSURAT,SARANGKHEDA,21.428333333333335,74.52722222222222,Base,"",132.05,132.5,,,127.08
020-UBDDIB,Daporizo,27.993333333333336,94.22333333333333,Base,"",208.55,209.55,,,213.9
020-UGDHYD,Degloor,18.545555555555556,77.5775,Base,"",362.85,363.85,,,364.85
020-UKDPUNE,Talikot,16.483611111111113,76.28444444444445,Base,,498.0,499.25,,,503.475
020-UYDDEL,Masani,28.20138888888889,76.74388888888889,Base,"",240.5,241.5,,,242.58
020-WGDNGP,Wairagarh,20.421944444444446,80.09166666666667,Base,"",,,,,217.38
021-CDBNG,THIMMANAHALLI,12.985277777777776,76.03777777777778,Base,,912.36,913.86,,,912.725
021-CDJAPR,Sangod,24.961111111111112,76.29777777777778,Base,"",254.0,256.0,,,256.681
021-CHEJMU,TANDI,32.55027777777777,76.98,Base,,,,,,2855.31
021-DDASL,TANTLOI,24.044722222222223,87.27111111111111,Base,"",94.406,95.406,,,100.425
021-ERDBWN,Rengali D/S,21.273055555555555,85.03055555555555,Base,,,,,,92.25
021-HGDDDN,Nandprayag,30.33111111111111,79.30944444444444,Base,,853.7,854.7,,,856.3
021-HYDCHENNAI,Nallathur,11.002222222222223,79.75138888888888,Base,"",,,,,5.665
021-LBDJPG,Gazoldoba,26.72972222222222,88.58222222222221,Base,,,,,,111.4
021-LGD3BEH,BHALUKA,25.315555555555555,87.82777777777777,Base,,26.94,27.94,,,27.94
021-LGDHYD,Potteru (Potteruvagu),18.189444444444444,81.79805555555555,Base,,126.5,127.5,,,132.03
021-LKDHYD,Keesara,16.71472222222222,80.32027777777778,Base,"",,,,,35.72
021-MBDGHY,Karimganj,24.878611111111113,92.35666666666665,Level,Karimganj,13.94,14.94,,,16.57
021-MDBURLA,Ghatora,22.048611111111114,82.22166666666666,Base,,,,,,254.65
021-MDSIL,Kaliganj,24.783055555555556,92.41111111111111,Base,,,,,,19.88
021-MGD1LKN,Trimohinighat,27.11777777777778,83.42,Base,"",81.44,82.44,,,85.45
021-MGD2LKN,Bhikiasen,29.696944444444444,79.2611111111111,Base,,,,,,790.95
021-MGD3VNS,Mejaroad,25.2375,82.03777777777778,Base,"",83.68,84.68,,,87.18
021-MGD4PTN,Jhanjharpur,26.22694444444444,86.25611111111111,Level,"",49.5,50.5,,,53.11
021-MGD5PTN,Sripalpur,25.50138888888889,85.12083333333332,Level,"",49.6,50.6,,,53.91
021-NDBHP,Dhulsar,22.205555555555556,74.85166666666666,Base,,157.0,158.0,,,159.215
021-SRDCBE,MURAPPANADU,8.714444444444444,77.835,Base,"",19.5,20.5,,,23.66
021-SWRDKOCHI,AYILAM ,8.715277777777777,76.85416666666666,Base,"",6.0,8.5,,,10.685
021-TDSURAT,Ukai Reservoir,21.25,73.58999999999999,Inflow,Songarh,103.32,105.15,105.156,105.539,105.539
021-UBDDIB,Chouldhowaghat,27.448888888888888,94.25,Level,"",99.43,100.43,,,101.31
021-UGDHYD,Betmogra,18.71222222222222,77.525,Base,,365.5,366.5,,,367.5
021-UKDPUNE,Mangaon,18.231388888888887,73.28305555555555,Level,,9.255,10.255,,,10.565
021-UYDDEL,Dadri,28.504722222222224,76.79027777777777,Base,"",212.5,213.5,,,214.98
021-WGDNGP,Rajoli,20.19361111111111,79.66611111111112,Base,"",,,,,191.72
021CHEJMU,Tandi,32.533055555555556,76.98305555555555,Base,,,,,,2855.31
021MAHGAND,Vautha,22.650277777777777,72.535,Base,"",24.0,25.0,,,26.55
022-CDBNG,KOLLEGAL,12.189444444444444,77.10194444444444,Base,,626.0,627.0,,,630.25
022-CHEJMU,MIYAR NALLAH,32.72638888888889,76.66888888888889,Base,,,,,,2616.97
022-DDASL,Narayanpur,23.884166666666665,87.91555555555556,Level,"",26.988,27.988,,,29.69
022-ERDBWN,Talcher,20.91916666666667,85.23666666666666,Base,"",,62.91,,,65.53
022-HGDDDN,Pipalkoti,30.420555555555556,79.41444444444446,Base,,1052.3,1053.3,,,1057.2
022-HYDCHENNAI,Annavasal,10.975,79.7538888888889,Base,"",,,,,5.985
022-LBDJPG,DOMOHANI,26.56277777777778,88.76166666666667,Level,Jalpaiguri,85.65,85.95,,,89.3
022-LGD3BEH,CHUCHURA,22.888055555555557,88.40416666666667,Base,,,,,,7.42
022-LGDHYD,Konta,17.79888888888889,81.39277777777778,Base,"",44.3,48.3,,,50.13
022-LKDHYD,Madhira,16.918055555555558,80.35888888888888,Base,,,,,,52.01
022-LYDAGRA,KAIMAHA,25.139722222222222,79.75083333333333,Base,"",215.2,216.2,,,218.7
022-MAHGAND,Sei Dam ,24.718888888888888,73.19833333333334,Base,"",,,517.93,519.11,519.15
022-MBDGHY,Manughat,23.996111111111112,91.98944444444444,Base,"",,,,,48.04
022-MDBURLA,Kesinga,20.198611111111113,83.21944444444445,Base,,,,,,178.835
022-MDSIL,Sonamura-II,23.485555555555557,91.36638888888888,Base,,,,,,18.67
022-MGD1LKN,Regauli,27.016111111111112,83.21222222222222,Base,"",79.3,80.3,,,82.12
022-MGD2LKN,Rampur,28.78666666666667,78.98611111111111,Base,,,,,,187.9
022-MGD2LKN-GP,Rampur-GP,28.78638888888889,78.9863888888889,Base,,,,,,
022-MGD3VNS,NARHAN,25.209166666666665,83.32666666666667,Base,"",72.23,73.23,,,75.73
022-MGD4PTN,Birpur,26.52,86.93138888888889,Base,"",75.0,76.0,,,76.14
022-MGD5PTN,Japla,24.566944444444445,83.97583333333334,Base,"",124.09,125.09,,,128.04
022-NEID2,PANGKHUAH,22.791111111111114,93.09777777777778,Base,"",,,,,
022-SRDCBE,Vaigai Reservoir,10.053333333333335,77.58916666666666,Inflow,theni,,,279.2,,
022-SWRDKOCHI,KUZHITHURAI,8.302222222222223,77.18861111111111,Base,,2.5,3.5,,,8.83
022-TDSURAT,GHALA,21.297222222222224,73.02527777777777,Base,"",,,,,20.96
022-UBDDIB,Badatighat,26.948888888888888,93.96222222222222,Level,"",81.53,82.53,,,86.21
022-UGDHYD,Bhainsa(State Govt. Site),19.098888888888887,77.96055555555556,Base,"",352.77,353.77,,,354.77
022-UKDPUNE,Nagothane,18.51888888888889,73.1563888888889,Base,"",10.0,11.0,,,13.75
022-UYDDEL,Dhansa,28.534444444444446,76.87055555555555,Level,"",211.44,212.44,,,213.58
022-WGDNGP,Bhatpalli,19.329722222222223,79.50416666666666,Base,"",,,,,169.4
023-CDBNG,HOGENAKKAL,12.121111111111112,77.78194444444445,Base,"",253.0,254.0,,,257.41
023-CDJAPR,Palwa,23.163888888888888,75.40972222222223,Base,,482.0,483.0,,,483.73
023-CHEJMU,Dhamkund,33.24305555555556,75.14583333333334,Base,,618.5,619.5,,,620.5
023-DDASL,SIKATIYA  BARRAGE,24.15,86.25,Inflow,"",,165.22,165.22,164.22,169.24
023-ERDBWN,Jenapur,20.879722222222224,86.01083333333334,Level,"",22.0,23.0,,,24.78
023-HGDDDN,Dosni,29.779999999999998,77.9618888888889,Base,,243.5,244.5,,,247.8
023-LBDJPG,Mekhliganj (R/B),26.328888888888887,88.8625,Level,"",65.45,65.95,,,66.83
023-LGD3BEH,SARALPUR,24.121747222222222,87.8047111111111,Base,,,,,,44.9
023-LGDHYD,Saradaput,18.6125,82.14277777777778,Base,"",233.0,234.0,,,239.767
023-LKDHYD,Paleru Bridge,16.948888888888888,80.04916666666666,Base,"",,,,,80.5
023-LYDAGRA,AGRA(POIYAGHAT),27.254166666666666,78.02305555555556,Base,"",151.4,152.4,,,154.87
023-MBDGHY,Kailashahar,24.316111111111113,91.99305555555556,Level,Kailashahar,24.34,25.34,,,25.95
023-MDBURLA,Kantamal,20.654999999999998,83.7275,Base,,,,,,132.86
023-MDSIL,Sabrum,22.99888888888889,91.72666666666667,Base,,,,,,20.43
023-MGD1LKN,Birdghat ,26.72972222222222,83.34972222222221,Level,Gorakhpur ,73.98,74.98,,,77.54
023-MGD2LKN,Narora Down Stream,28.191111111111113,78.4,Base,"",177.765,178.765,,,180.01
023-MGD3VNS,Goverdhey ghat,23.769166666666667,81.20527777777778,Base,"",354.0,355.0,,349.99,358.8
023-MGD4PTN,Basua,26.108055555555556,86.52833333333334,Level,"",46.75,47.75,,,49.24
023-MGD5PTN,Indrapuri,24.839444444444442,84.13222222222221,Level,"",107.2,108.2,108.3,103.95,108.85
023-SWRDKOCHI,ASHRAMAM,8.158333333333333,77.46000000000001,Base,,4.5,6.0,,,7.1
023-TDSURAT,Surat,21.2,72.82,Level,surat,8.5,9.5,,,12.5
023-UBDDIB,Bokajan,26.015555555555554,93.78722222222223,Base,"",132.0,133.0,,,135.13
023-UGDHYD,Sriram Sagar Reservoir,18.97,78.33999999999999,Inflow,"",,,332.53,333.15,
023-UKDPUNE,Niivali,17.066944444444445,73.45083333333334,Base,"",9.4,11.0,,,15.155
023MAHGAND,Jotasan,24.355555555555558,73.16805555555555,Base,"",290.0,291.0,,,291.61
024- MDSIL,CHIRIPOOL,24.80388888888889,93.02055555555556,Base,,,,,,27.85
024-CDBNG,BILIGUNDULU,12.182222222222222,77.7238888888889,Base,DHARMAPURI,264.0,265.0,,,266.2
024-CDJAPR,Bangpura,24.109722222222224,76.40916666666668,Base,,367.5,368.5,,,371.01
024-DDASL,Jamtara,23.977777777777778,86.85499999999999,Base,"",,,,,146.5
024-ERDBWN,Indupur,20.616388888888892,86.39583333333334,Base,,,,,,9.52
024-HGDDDN,Raysi,29.695,78.05944444444444,Base,,230.0,231.0,,,233.4
024-HYDCHENNAI,Menangudi,10.94888888888889,79.70361111111112,Base,"",,,,,7.94
024-LBDJPG,Chepan,26.492222222222225,89.70083333333334,Base,"",,,,,49.15
024-LGD3BEH,BANPUR,23.453611111111112,88.75194444444445,Base,,,,,,11.265
024-LGDHYD,Kunavaram,17.5675,81.25,Level,"",36.74,38.24,,,51.3
024-LKDHYD,Prakasam Barrage,16.5,80.6,Inflow,"",,,17.39,18.3,
024-LYDAGRA,RAJGHAT,24.768055555555556,78.23611111111111,Base,"",347.5,348.5,,,354.05
024-MDBURLA,RAJIM,20.974999999999998,81.88055555555555,Base,,,,,,283.55
024-MGD1LKN,Bhinga,27.68638888888889,81.82555555555555,Base,"",118.5,119.5,,,120.81
024-MGD3VNS,Jhokho,24.42638888888889,82.20611111111111,Base,"",220.9,221.9,,,224.4
024-MGD4PTN,Baltara,25.540000000000003,86.72472222222223,Level,"",32.85,33.85,,,36.4
024-MGD5PAT,Daltonganj,24.033055555555556,84.06361111111111,Base,"",208.0,209.0,,,210.91
024-SWRDKOCHI,CHAKKALAKUTH,11.264166666666666,76.23861111111111,Base,,19.0,20.0,,,21.815
024-TDSURAT,GADAT,20.85611111111111,72.98472222222222,Base,,11.0,12.0,,,13.985
024-UBDDIB,Numaligarh,26.63138888888889,93.73111111111112,Level,"",77.42,78.42,,,80.16
024-UGDHYD,Gandlapet,18.82111111111111,78.43805555555556,Base,,315.63,316.63,,,317.63
024-WGDNGP,Mirdapalli,19.383333333333333,80.55,Base,"",,,,,241.0
024CHEJMU,Premnagar,33.15555555555555,75.70361111111112,Base,,900.56,901.56,,,902.56
024MAHGAND,Ratanpur,22.975555555555555,72.88361111111112,Base,"",44.0,45.0,,,49.1
025 - MDSIL,UDHARBOND,24.90138888888889,92.9075,Base,,,,,,24.9
025-CDJAPR,Sonkatch,22.981111111111108,76.34388888888888,Base,,460.0,461.0,,,458.78
025-DDASL,GHEROPARA,23.618055555555557,87.70305555555557,Level,"",38.42,39.42,,,43.94
025-ERDBWN,Jaraikela,22.32611111111111,85.08,Base,,,,,,194.63
025-HGDDDN,Chhinka,30.41361111111111,79.36638888888888,Base,,1005.2,1006.2,,,1014.42
025-LBDJPG,Tufanganj,26.308611111111112,89.68194444444445,Level,"",34.22,35.3,,,36.5
025-LGD3BEH,BAJITPUR,23.208055555555553,88.73194444444445,Base,,,,,,12.12
025-LGDHYD,Koida,17.482499999999998,81.38666666666667,Base,"",53.0,55.0,,,60.26
025-LKDHYD,Vijayawada,16.50111111111111,80.625,Base,"",,,,,19.582
025-MBDGHY,Pandu,26.17527777777778,91.66944444444445,Base,"",,,,,49.88
025-MDBURLA,Seorinarayan,21.71833333333333,82.5975,Base,,,,,,224.635
025-MGD1LKN,Kakrahi,27.236666666666668,82.9961111111111,Base,"",84.65,85.65,,,88.97
025-MGD2LKN,Haidergarh,26.65583333333333,81.34972222222221,Base,,,,,,100.62
025-MGD3VNS,Duddhi,24.224166666666665,83.26972222222223,Base,"",207.0,208.0,,,210.54
025-MGD4PTN,Kursela,25.424722222222222,87.23416666666667,Level,"",29.0,30.0,,,32.1
025-MGD5PTN,Mohammad Ganj,24.430833333333336,83.86222222222221,Base,"",144.52,145.52,,,146.66
025-SWRDKOCHI,PERUVAMPADAM,11.3153,76.19635000000001,Base,,26.5,27.5,,,28.1
025-TDSURAT,VARRAI,20.284166666666668,72.99972222222222,Base,,25.3,26.3,,,34.23
025-UBDDIB,Gelabil,26.233888888888888,93.97722222222222,Base,"",96.0,97.0,,,99.34
025-UGDHYD,Mancherial,18.85027777777778,79.44444444444444,Base,"",133.316,134.816,,,139.136
025-UKDPUNE,Phulgaon,18.66638888888889,74.00166666666667,Base,"",548.0,549.0,,,549.95
025-WGDNGP,Kanhargaon,19.961666666666666,77.14833333333334,Base,Washim,,,,,478.035
025CDBNG,ADDOOR,12.928888888888888,74.9538888888889,Base,Mangaluru,5.5,6.5,,,9.2
025MAHGAND,Kheda,22.745833333333334,72.68,Base,"",26.0,27.0,,,28.5
026,Kuthnuor,30.874166666569185,78.30333333305802,Base,,,,,,
026- MDSIL,SIBAPUR,24.784444444444446,92.90722222222223,Base,,,,,,24.12
026-CDJAPR,Astha,23.03611111111111,76.73555555555555,Base,,482.0,483.0,,,481.8
026-DDASL,NUTANHAT,23.545555555555556,87.90694444444445,Base,"",28.5,29.42,,,26.25
026-HGDDDN,Roorkee,29.88,77.89750000000001,Base,,260.5,261.5,,,262.35
026-HYDCHENNAI,Porakudi,10.903611111111111,79.70722222222223,Base,"",,,,,7.2
026-LBDJPG,Nagrakata,26.870555555555555,88.89555555555556,Base,"",,,,,160.8
026-LGD3BEH,BANGAON,23.04638888888889,88.83111111111111,Base,,,,,,8.06
026-LGDHYD,Polavaram site,17.245833333333334,81.65972222222223,Base,"",,,,,28.017
026-LKDHYD,Halia,16.78805555555556,79.33972222222222,Base,,,,,,134.405
026-MDBURLA,Kurubhata,21.981111111111108,83.21055555555556,Base,,,,,,220.4
026-MGD1LKN,Basti,26.784444444444446,82.7125,Base,"",82.64,83.64,,,84.62
026-MGD2LKN,Maigalganj,27.738333333333333,80.26694444444445,Base,,,,,,139.48
026-MGD4PTN,Galgalia,26.51972222222222,88.10583333333332,Base,"",81.3,82.3,,,83.66
026-MGD5PTN,Koelwar,25.57138888888889,84.79777777777778,Level,"",54.52,55.52,,,58.88
026-SWRDKOCHI,POOKKAYAM,12.458333333333332,75.27638888888889,Base,,36.2,37.2,,,36.52
026-TDSURAT,SOLACHAR,20.20888888888889,72.99055555555556,Base,,35.0,36.0,,,43.95
026-UBDDIB,Golaghat,26.504,93.95197222222222,Level,"",88.5,89.5,,,92.45
026-UGDHYD,Kaddam Dam,19.1,78.78999999999999,Inflow,Kaddampudur,,,213.21,,
026-UYDDEL,Kuthnaur,30.874166666666667,78.30333333333333,Base,,1429.5,1430.5,,,1429.3
026-WGDNGP,Mangrul,20.18888888888889,77.98666666666666,Base,"",,,,,290.385
026CDBNG,AVERSHE,13.52138888888889,74.88,Base,Udupi,15.0,16.0,,,17.48
026CHEJMU,Gulabgarh,33.26305555555555,76.17611111111111,Base,,1785.45,1786.45,,,1787.45
026MAHGAND,Swaroopganj,24.663055555555555,72.91277777777778,Base,"",,,335.75,,335.54
027- MDSIL,KALAIN,24.973055555555554,92.55638888888889,Base,,,,,,17.75
027-CDBNG,BANTWAL,12.880833333333333,75.0411111111111,Base,Mangaluru,8.0,9.0,,,13.55
027-CDJAPR,Anthara,25.39388888888889,75.77722222222222,Base,,233.0,235.0,,,235.1
027-DDASL,Phulberia,22.91916666666667,86.62694444444443,Base,"",,,,,135.3
027-ERDBWN,Tilga,22.623333333333335,84.4175,Base,,,,,,379.5
027-HGDDDN,Gangnani,30.896666666666665,78.67750000000001,Base,,1843.0,1844.0,,,1847.5
027-HYDCHENNAI,Gopurajapuram,10.850555555555555,79.78944444444444,Base,"",,,,,3.6
027-LBDJPG,Jaldhaka NH-31,26.56972222222222,88.9375,Level,"",80.0,80.9,,,81.72
027-LGD3BEH,TARINIPUR,22.889666666666667,88.87955555555556,Base,,,,,,5.92
027-LGDHYD,GodavariRlyBridge(Rajahmundry),17.006944444444443,81.76694444444445,Level,"",17.68,19.51,,,20.48
027-LKDHYD,Marella,15.881944444444445,79.91000000000001,Base,,,36.0,,,36.52
027-MAHGAND,Chitrasani,24.28888888888889,72.49833333333333,Base,,187.0,188.0,,,188.27
027-MDBURLA,Basantpur,21.7275,82.78805555555556,Base,,,,,,219.82
027-MGD2LKN,Ramsanehi Ghat,26.789722222222224,81.56416666666667,Base,,,,,,106.88
027-MGD3VNS,Churhat,24.372777777777777,81.60333333333332,Base,"",242.0,243.0,,,246.5
027-MGD4PTN,Chargharia,26.157777777777778,87.70472222222223,Base,"",45.94,46.94,,,48.85
027-MGD5PTN,Maner,25.72722222222222,84.86805555555554,Level,"",51.0,52.0,,,53.79
027-SWRDKOCHI,THOTTATHINKADAVU,11.361944444444443,76.00194444444445,Base,,15.8,16.8,,,15.05
027-TDSURAT,OZERKHEDA,20.10027777777778,73.27111111111111,Base,"",92.0,93.0,,,96.1
